word,log_odds_ratio
advise,0.061569221491724224
advised,-0.31251899559872026
adviser,-0.5592612408655856
advises,-1.144980016173568
advising,-1.1359239971054669
advisor,-0.6634440975064683
advisory,-0.4200416742610416
advocacy,-0.5411958640825357
advocate,-1.835704701161046
advocates,-0.5044774567739889
advocating,-0.6634440975064683
aedin,0.2553167879497494
aerial,0.9492859989711093
aerobic,0.25676016211319463
aesthetic,0.255796096355394
affairs,-0.9754622314467853
affect,-0.2332664140026717
affected,0.3805210813115659
affecting,-0.5271348552937779
affection,0.9492859989711093
affective,0.2553167879497494
affects,-0.10663760342505885
affiliate,-0.15097102690987857
affiliated,-0.21773795237942525
afflict,0.2553167879497494
afflicted,-0.15097102690987857
afflicts,0.5443015529623803
afford,-1.3607218085157031
affordable,-0.2597496597761871
afghanistan,-0.1523678303623282
afraid,-1.770334579143949
africa,-0.33077665930232775
african,0.032370799142022066
after,-0.353242905811458
afternoon,0.5460937626034486
afterward,-0.4020189164611295
afterwards,0.10130111471960909
ag,0.18839625834042578
again,-0.43839554976241185
against,0.9505893678220081
agave,0.9492859989711093
age,-0.28201006605032314
aged,-0.04841316133744565
ageing,0.2553167879497494
agencies,-1.1359239971054669
agency,-0.4739164001513295
agent,-0.1534325469418176
agents,-0.3468709438421116
ages,-0.140726407039914
aggression,-0.8465903966152131
aggressive,-0.3519901897717612
aggressively,-0.597643183524662
aggressiveness,-0.6634440975064683
aging,0.08724631179630188
ago,-0.09980752182964554
agony,0.9492859989711093
agree,-0.9090998725866138
agreed,-0.6814459762944444
agreement,0.07326638226433342
agrees,-0.4020189164611295
agriculture,0.5443015529623803
aha,-0.5592612408655856
ahead,-0.1909984008196435
ahlquist,0.5443015529623803
ahmed,0.9492859989711093
ai,1.644558578843368
aid,-0.4825551898277352
aided,0.2553167879497494
aids,0.15217402837138908
ailing,0.9492859989711093
ailment,1.648000947168411
ailments,-1.07506199927169
aim,0.3171940012737526
aimed,-0.7329283529789052
aiming,-1.2545338207378445
aimmune,0.2553167879497494
aims,-0.44421484011339335
air,-0.0726565930890749
airborne,1.644558578843368
airplane,-0.43947648351686486
airway,0.48204275167615385
airways,0.9558415325036139
aisle,-0.8465903966152131
akin,0.03182848236579076
al,-0.761587565844998
ala,-0.43947648351686486
alain,0.2553167879497494
alan,-0.4454157012929891
alarm,-1.4568601457172567
alarming,-0.8465903966152131
alarms,-1.3607218085157031
albania,-0.23288844633453776
albeit,0.3911176597000226
albert,-0.06417598649859521
alberta,0.13815033848081718
album,0.9492859989711093
alcohol,0.26525960839594853
alcoholic,-0.033056382867218785
alder,0.9492859989711093
alejandro,-0.15097102690987857
alendronate,0.2553167879497494
alert,-0.3539925314790086
alerted,0.9492859989711093
alerting,0.2553167879497494
alertness,-0.6634440975064683
alerts,0.03182848236579076
alessandro,0.2553167879497494
alex,0.03182848236579076
alexander,-1.2545338207378445
algae,-0.43947648351686486
algeria,-0.23288844633453776
algorithm,1.0928485839513595
algorithms,1.87328353673137
ali,0.2553167879497494
alien,0.9492859989711093
alignment,0.2553167879497494
alike,0.03182848236579076
alive,-0.7046829970221095
all,-0.2919667731273297
allegro,0.9492859989711093
allen,0.256277217623035
allergan,-0.6634440975064683
allergans,0.9492859989711093
allergen,0.256277217623035
allergens,-0.15166620649959636
allergic,-0.44421484011339335
allergies,0.3118243777733805
allergist,0.255796096355394
allergy,-0.3708359469282301
alleviate,0.36672527979223385
alleviated,0.9492859989711093
alleviates,0.9505893678220081
alleviating,0.9505893678220081
alli,0.9492859989711093
allow,-0.14135823759202415
allowance,0.5443015529623803
allowed,0.18113481426254116
allowing,0.06725222700916747
allows,-0.13605891693470795
alloys,0.9492859989711093
almonds,-0.8465903966152131
almost,-0.47788889436561727
alone,-0.7591207927850626
along,-0.31680888751603453
alongside,-2.010053918155344
alopecia,-0.43947648351686486
alpha,0.25676016211319463
already,-0.45545970101447836
also,-0.2925505734293777
alter,-1.0089392119436194
altered,-0.2597496597761871
altering,-0.9303000256809405
alternate,0.43942351673178
alternated,0.9492859989711093
alternately,0.9492859989711093
alternating,0.9492859989711093
alternative,0.17748333244766595
alternatives,-0.1534325469418176
alters,0.2553167879497494
although,-0.6314076038713141
alto,-0.6634440975064683
altogether,-1.1015832313417084
alvaro,1.644558578843368
always,0.08099663314890708
alzheimer,-0.1150004115332925
alzheimers,0.46242000103563674
amanda,-0.28911679292744125
amantadine,0.9492859989711093
amazed,1.644558578843368
amazing,0.21903075753457502
amazon,-0.43947648351686486
amber,0.2553167879497494
ambiguous,-0.15097102690987857
ambulance,-1.1359239971054669
america,-0.1150004115332925
american,-0.47479980150922874
americans,-0.5740213775686163
americas,-0.6634440975064683
amgen,-0.15166620649959636
amgens,0.2553167879497494
amherst,0.2553167879497494
amino,0.5478981083809825
amitriptyline,0.9492859989711093
amniocentesis,-0.6634440975064683
amniotic,1.644558578843368
amok,0.9492859989711093
among,-0.47558291372155653
amount,-0.3522205935893519
amounts,-0.14135823759202415
amoxicillin,-0.15097102690987857
amplifications,-1.5447003665172874
amplifies,0.2553167879497494
amplify,0.2553167879497494
amputation,1.3581844021879974
amputations,-0.15097102690987857
amy,-0.7942940017544023
amyloid,-0.4020189164611295
an,-0.43380058058177495
ana,0.9492859989711093
anacetrapib,0.9492859989711093
anal,-0.43947648351686486
analgesics,0.9492859989711093
analog,-0.15097102690987857
analogue,0.9492859989711093
analogy,0.9492859989711093
analyses,0.36343292804377625
analysis,-0.24005695159931495
analyst,-1.259880436264232
analysts,-0.35673068374532957
analyze,-0.5624688569178291
analyzed,-0.09579342143968265
analyzes,-0.15166620649959636
analyzing,0.1392620673335076
anaphylactic,0.2553167879497494
anatomy,-0.3062939196463801
ancestry,0.2553167879497494
ancient,-0.597643183524662
and,-0.32011692369176126
anderson,-0.6735970466371559
andorra,-0.23288844633453776
andre,0.2553167879497494
andrea,1.4309709859635302
andreas,0.2553167879497494
andres,0.2553167879497494
andrew,-0.3902091859222251
androgen,-0.3062939196463801
android,1.644558578843368
andy,-0.6634440975064683
anecdotal,-0.761587565844998
anecdotally,0.5443015529623803
anemia,-0.15166620649959636
anemic,-0.15097102690987857
anesthesia,0.6048646506224775
anesthesiologist,-0.43947648351686486
anesthesiologists,-0.15097102690987857
anesthesiology,0.255796096355394
anesthetic,0.36343292804377625
aneurysm,0.9492859989711093
angela,0.5443015529623803
angeles,-0.6250110847929755
anger,1.3629554456019621
angina,-0.8465903966152131
angiography,0.43942351673178
angioplasty,0.16110660306436408
angle,-0.3062939196463801
angles,0.7292400617121932
anglia,0.9518965873283695
angola,-0.23288844633453776
angry,0.5443015529623803
anguilla,-0.23288844633453776
animal,-0.2998192124649532
animals,-0.7764606440766386
animas,0.9492859989711093
ankle,1.648000947168411
ankles,-0.6634440975064683
ann,0.7041970167465302
anna,0.031962350702958345
annals,-1.0025692396481323
anne,-0.6654492286434446
anniversary,0.9492859989711093
announced,-0.1552405981912841
announcement,-0.3539925314790086
annual,0.2858688353276002
annually,-0.226930410045707
another,-0.486510992592131
ansell,0.9492859989711093
answer,-0.31424442693930654
answered,-1.835704701161046
answering,-0.43947648351686486
answers,-0.7714356727948397
anterior,0.5443015529623803
anthocyanins,0.5443015529623803
anthony,-0.30782663854424847
anti,-0.11559226925279589
antibiotic,0.34557178340157024
antibiotics,0.009904771686446575
antibodies,0.1392620673335076
antibody,0.03223349457498444
anticancer,0.03182848236579076
anticholinergics,-0.15097102690987857
anticipate,-0.43947648351686486
anticipated,0.34557178340157024
anticipation,0.255796096355394
anticoagulant,0.2553167879497494
anticoagulants,0.5443015529623803
anticoagulation,0.2553167879497494
antidepressant,-0.5172981382716082
antidepressants,-0.15451227809552667
antifungal,0.9492859989711093
antigen,-0.27373130719544836
antigens,-0.6634440975064683
antigua,-0.23288844633453776
antihistamines,-1.0015664995186389
antilles,-0.23288844633453776
antimicrobial,0.5460937626034486
antioxidant,-1.1495682580398119
antioxidants,-0.06474752939415802
antipsychotic,-0.15097102690987857
antipsychotics,0.5443015529623803
antiviral,0.6164002492629819
antoni,0.2553167879497494
antonio,-0.3539925314790086
anxiety,0.1404744468584541
anxious,0.5497147169527111
any,-0.9593139746567659
anybody,-0.761587565844998
anymore,0.03209734997487784
anyone,-1.0657612569698127
anything,-0.805729826711102
anytime,0.43942351673178
anyway,-1.0089392119436194
anywhere,-0.8580622269743621
aortic,2.0521536132093576
ap,-0.719122666963206
apart,-0.226930410045707
apartment,0.9505893678220081
aphrodisiac,0.2553167879497494
apixaban,0.9505893678220081
apnea,0.10130111471960909
apoe,1.648000947168411
app,0.7771779294114372
apparent,-0.4938400774002469
apparently,-0.5624688569178291
appeal,-1.0052382178906512
appealing,-0.6654492286434446
appeals,0.9492859989711093
appear,-0.5122383468164221
appearance,-0.4418327522790392
appeared,-0.4590745587135455
appearing,0.9518965873283695
appears,-0.11575099830601
appendix,-0.6634440975064683
appetite,-0.1530759886974929
apple,1.3581844021879974
apples,0.7713763521664078
applicable,-0.5227049913149513
application,-0.06474752939415802
applications,0.07326638226433342
applied,-0.28011848612922774
applies,-1.0015664995186389
apply,-0.32664251579055353
applying,0.17685932356562753
appointment,-1.5447003665172874
appointments,0.255796096355394
appreciated,0.2553167879497494
apprehensive,0.9492859989711093
approach,-0.06199380919974886
approached,0.3911176597000226
approaches,-0.40849426604727745
appropriate,-0.8304118284210044
appropriately,-0.1513178167429542
approval,-0.1113681851656782
approvals,0.2553167879497494
approve,-0.44421484011339335
approved,-0.3009334362607389
approving,0.9505893678220081
approximately,-0.5172981382716082
apps,0.13815033848081718
april,0.0037467260016087306
aquatic,0.9492859989711093
arab,-0.23288844633453776
arabia,-0.23288844633453776
arbor,0.6164002492629819
arc,0.2553167879497494
arch,1.644558578843368
arching,0.9492859989711093
archives,-0.3384965288104433
are,-1.1582772366619594
area,0.12121567985489579
areas,0.09764280387824918
arena,0.2553167879497494
arent,-0.2676203442343434
argentina,-0.23288844633453776
arguably,0.9492859989711093
argue,-0.8968233375680409
argued,-0.7942940017544023
argues,-1.2545338207378445
arguing,-0.8465903966152131
argument,-1.2018890361203916
aricept,0.2553167879497494
arising,0.9492859989711093
ariz,-1.0015664995186389
arizona,-0.15166620649959636
arlington,0.2553167879497494
arm,-0.3652082225058011
armamentarium,-0.8465903966152131
armenia,-0.23288844633453776
armpit,-0.6634440975064683
arms,-0.226930410045707
army,-0.3539925314790086
arnd,0.9505893678220081
arnold,-0.43947648351686486
aromatase,-0.033056382867218785
around,0.1459369928650322
arranged,-0.15097102690987857
arrangements,-0.15097102690987857
array,-0.15201620729862575
arrest,0.43942351673178
arrhythmia,-0.6634440975064683
arrive,-1.5447003665172874
arrived,-0.09472968687382348
arrives,0.2553167879497494
arsenal,0.2553167879497494
art,1.1121404408691618
arterial,-0.43947648351686486
arteries,0.1898734046064568
artery,0.11329481627853305
arthritic,1.648000947168411
arthritis,0.353265051957568
arthroplasty,1.644558578843368
arthroscopic,0.5443015529623803
arthroscopy,0.9492859989711093
arthur,0.6164002492629819
artichokes,1.644558578843368
article,-0.4934672708718998
articles,0.256277217623035
artificial,1.3824322873539472
artificially,0.9518965873283695
artist,0.9492859989711093
arts,0.43942351673178
aruba,-0.30782663854424847
as,-0.29673190797169874
asclera,0.9492859989711093
asco,-0.1513178167429542
ascos,0.9492859989711093
asd,0.9505893678220081
asds,0.9492859989711093
ashton,0.2553167879497494
asia,-0.15166620649959636
asian,0.25676016211319463
ask,-0.8267818736339165
asked,-0.3323553530240088
asking,-1.3731613615177347
asks,-0.8494277866450285
asleep,-0.08254404898128925
asparagus,0.9492859989711093
aspect,-0.5227049913149513
aspects,-0.21773795237942525
aspergers,-0.15097102690987857
aspirin,-0.6326791658653177
aspiring,0.9492859989711093
assaf,0.9492859989711093
assault,0.2553167879497494
assaults,0.9492859989711093
assemble,0.9492859989711093
assembled,0.2553167879497494
assert,-0.15097102690987857
asserts,0.2553167879497494
assess,0.10580684460966791
assessed,-0.5657144615466199
assesses,-0.43947648351686486
assessing,-1.0052382178906512
assessment,0.26019271095398344
assessments,0.6375549377527417
asset,0.9492859989711093
assign,-1.3607218085157031
assigned,-1.1302328174569554
assignment,0.9492859989711093
assist,0.03182848236579076
assistance,-0.033056382867218785
assistant,-0.28958631677040236
assisted,0.0035778213478839024
associate,-0.21391050965341166
associated,-0.23597263157466256
association,-0.4475133443516639
associations,-0.4430205419423844
assume,0.13815033848081718
assumed,-0.3062939196463801
assumes,0.2553167879497494
assuming,-0.033056382867218785
assumption,-1.0015664995186389
assure,1.644558578843368
ast,0.9492859989711093
asthma,0.15738533562559548
asthmatic,0.9492859989711093
astrazeneca,-1.7005107977629101
astrazenecas,0.2553167879497494
asymptomatic,-0.1513178167429542
at,-0.22634522956407985
ate,-0.0726565930890749
atenolol,0.9492859989711093
athens,-0.15097102690987857
atherosclerosis,0.256277217623035
athlete,0.7713763521664078
athletes,0.25920260112991234
athletics,0.9492859989711093
atkins,-0.6634440975064683
atlanta,-0.6298808816301953
atlantic,0.255796096355394
atorvastatin,0.2553167879497494
atrial,0.25724494026591743
atrium,0.2553167879497494
atrophy,0.5460937626034486
attach,-0.5592612408655856
attached,-0.05132308067096932
attachment,0.2553167879497494
attack,-0.41224386664835005
attacking,-1.0015664995186389
attacks,-0.18453686441442807
attempt,0.17685932356562753
attempted,-0.1513178167429542
attempting,0.03182848236579076
attempts,-0.44421484011339335
attend,-0.3062939196463801
attended,-0.3539925314790086
attending,-0.7942940017544023
attention,-0.6401010373449805
attentional,0.9492859989711093
attitude,-0.1513178167429542
attract,1.644558578843368
attracted,-0.1513178167429542
attraction,-0.43947648351686486
attributable,-0.6634440975064683
attribute,-0.6634440975064683
attributed,-0.5227049913149513
atypical,-1.3607218085157031
aug,-0.6388540981932831
augment,0.2553167879497494
augmentation,0.2553167879497494
augmentin,0.9492859989711093
august,-0.4773035731968767
aura,-0.15097102690987857
aureus,0.9505893678220081
aurora,-0.43947648351686486
austin,-0.3062939196463801
australasian,0.9492859989711093
australia,-0.4026474759286534
australian,0.1230261363233286
australias,-0.15097102690987857
austria,-0.4430205419423844
author,-0.33241908476069293
authored,-1.9551530161364907
authorities,-1.0015664995186389
authority,-0.6634440975064683
authorized,0.2553167879497494
authors,-0.47151632537427407
autism,0.26169222143144494
autistic,-1.07506199927169
autistica,0.9492859989711093
autoimmune,-0.09030558007375612
autologous,0.9505893678220081
automated,0.9505893678220081
automatic,0.2553167879497494
automatically,0.25676016211319463
autopsy,0.5443015529623803
ava,0.9492859989711093
avail,0.5443015529623803
availability,-0.1513178167429542
available,-0.43187177261425813
avastin,-1.0015664995186389
aventis,-0.6634440975064683
avenue,0.7292400617121932
average,-0.4360401907097242
averaged,0.44171012060312353
averages,-0.6634440975064683
averaging,0.2553167879497494
averse,1.644558578843368
avert,0.2553167879497494
avid,-1.0015664995186389
aviv,-0.43947648351686486
avocado,-0.15097102690987857
avocados,-0.15097102690987857
avodart,-0.15097102690987857
avoid,-0.005908223829654418
avoidance,1.644558578843368
avoided,-1.2018890361203916
avoiding,-0.5835215797740987
avrum,0.2553167879497494
awaiting,-0.6173697589366823
awake,-0.4418327522790392
awakened,0.2553167879497494
awakenings,-0.15097102690987857
award,1.2417131323087829
aware,-0.22037412132974887
awareness,-0.26167335848957984
away,-0.042457317860985944
awesome,0.9505893678220081
awful,-0.43947648351686486
awhile,1.644558578843368
awkward,0.9492859989711093
awry,-1.0015664995186389
axillary,0.9492859989711093
azerbaijan,-0.30782663854424847
babies,0.08920421256656208
baby,-0.19367774688256145
babys,-0.6634440975064683
back,-0.3013233154554289
backed,-1.4165342463096087
background,0.7559671929398158
backgrounds,0.2553167879497494
backing,-0.1513178167429542
backs,-0.440651417233208
backward,0.43942351673178
backyard,0.9492859989711093
bacteria,0.1898734046064568
bacterial,0.41403047096708745
bacterium,-0.5592612408655856
bad,-0.195458521951706
badly,-0.8465903966152131
bag,-1.2545338207378445
bags,-0.8465903966152131
baguette,0.9492859989711093
bahamas,-0.23288844633453776
bahrain,-0.23288844633453776
baked,-1.0015664995186389
baker,-1.2545338207378445
balance,-0.24998628085106345
balanced,-0.6654492286434446
balancing,-1.1359239971054669
bald,-0.43947648351686486
baldness,-0.6634440975064683
ball,-0.3776504199252875
balloon,0.7292400617121932
balloons,-0.43947648351686486
balm,1.644558578843368
baltimore,-0.35673068374532957
bananas,-0.43947648351686486
band,-0.5044774567739889
bands,-0.43947648351686486
bang,0.9492859989711093
bangladesh,-0.23288844633453776
bank,-0.3062939196463801
banks,1.644558578843368
banned,0.255796096355394
bans,1.644558578843368
bapineuzumab,0.9492859989711093
baptist,0.5460937626034486
bar,-1.4568601457172567
barbados,-0.23288844633453776
barbara,-0.15166620649959636
barbuda,-0.30782663854424847
barcelona,-1.3607218085157031
barely,-0.23288844633453776
bariatric,-1.770334579143949
bark,0.2553167879497494
barley,-0.6634440975064683
barnes,1.644558578843368
barouch,0.9492859989711093
barred,0.2553167879497494
barrier,-0.03327277204221913
barriers,-0.15097102690987857
basal,-0.6634440975064683
base,-0.5044774567739889
baseball,0.9505893678220081
based,-0.556865558122657
basel,0.255796096355394
baseline,-0.1523678303623282
basic,-0.6756664540430699
basically,-0.08347572215732203
basics,0.9492859989711093
basis,-0.10880987890729776
basket,0.9492859989711093
basketball,-0.440651417233208
bass,-0.15097102690987857
bates,0.9492859989711093
bathe,0.9492859989711093
bathing,0.5443015529623803
bathroom,0.13815033848081718
baths,0.2553167879497494
baton,0.5443015529623803
batteries,0.2553167879497494
battery,0.4688424779167991
battle,0.20430169911105905
battlefield,-0.15097102690987857
battling,0.2553167879497494
bauer,0.9492859989711093
bavencio,0.9492859989711093
bay,-0.11003576210995795
bayer,-0.4418327522790392
baylor,-0.3776504199252875
bbc,1.644558578843368
be,0.15883732774912568
beach,0.8398812627321539
beacon,0.9492859989711093
beall,0.2553167879497494
beam,0.9518965873283695
beams,-0.43947648351686486
bean,-0.8465903966152131
beano,0.9492859989711093
beans,0.17685932356562753
bear,0.33315823193117544
bearing,-1.1359239971054669
bears,-0.15097102690987857
beast,0.9492859989711093
beat,0.39390428570708846
beating,-1.5447003665172874
beats,0.43942351673178
beaumont,0.9492859989711093
beautiful,0.7713763521664078
beauty,0.5460937626034486
became,-0.14351915563191572
because,-0.3862882076495173
beck,-0.5592612408655856
becker,0.9492859989711093
beckman,0.2553167879497494
become,-0.11060954737810126
becomes,0.05625692632459751
becoming,-0.5972441069932813
bed,-0.3902091859222251
bedford,-0.15097102690987857
bedridden,1.644558578843368
bedroom,-0.15097102690987857
beds,0.2553167879497494
bedtime,-0.8494277866450285
beef,0.255796096355394
beer,0.03182848236579076
beers,0.2553167879497494
beet,0.2553167879497494
before,-0.342979319796261
beforehand,0.5443015529623803
began,-1.0046929788530914
begging,0.9492859989711093
begin,-0.2937379891191186
beginning,-0.18851832333146606
beginnings,0.9492859989711093
begins,-0.3093748970630406
begs,0.2553167879497494
begun,-0.33077665930232775
behave,0.5443015529623803
behaves,0.9492859989711093
behavior,-0.24995004071115104
behavioral,-0.7207331755079092
behaviors,-0.15379077339904373
behaviour,-0.15097102690987857
behind,-0.3589123730650973
beige,0.9492859989711093
beijing,0.03182848236579076
being,-0.48707556766787563
beings,0.9505893678220081
belarus,-0.23288844633453776
belgian,-0.15097102690987857
belgium,-0.35673068374532957
belief,-0.719122666963206
believe,-0.04557760877981579
believed,-0.07121262822526447
believer,0.9505893678220081
believes,-0.6039957566881686
believing,0.03182848236579076
belize,-0.23288844633453776
bell,0.255796096355394
bells,0.2553167879497494
belly,-1.4568601457172567
belmont,0.2553167879497494
belong,-0.15097102690987857
belonged,0.9492859989711093
belongs,-0.3062939196463801
below,-0.43947648351686486
belt,0.255796096355394
ben,0.9505893678220081
bending,0.9505893678220081
beneath,0.03182848236579076
beneficial,-0.5772810249651098
benefit,-0.5255673407696495
benefited,-0.5044774567739889
benefiting,-1.2545338207378445
benefits,-0.732306451668416
benefitting,0.9492859989711093
benign,0.26019271095398344
benin,-0.23288844633453776
benjamin,0.9505893678220081
bennet,0.9492859989711093
benzodiazepine,0.9492859989711093
benzodiazepines,-0.15097102690987857
berenson,0.9492859989711093
berg,0.9492859989711093
berlin,0.6633911307213832
bermuda,-0.4430205419423844
bernik,-0.43947648351686486
bernstein,-0.8465903966152131
berries,1.1389878316123587
berry,0.10130111471960909
bert,0.9505893678220081
besides,-0.8551634711931545
besser,0.9492859989711093
best,-0.3809075018976027
bet,0.6164002492629819
beta,-0.21063628196181564
beth,-0.4430205419423844
bethesda,-0.1513178167429542
better,-0.3454840079922294
between,-1.07506199927169
beverage,0.256277217623035
beverages,-1.2018890361203916
beverly,-0.15097102690987857
beyond,-0.9642451249961909
bhattacharyya,0.9492859989711093
bhf,1.644558578843368
bhutan,-0.23288844633453776
bianchi,-0.1513178167429542
bias,-1.2018890361203916
biased,-1.0015664995186389
bid,-1.1359239971054669
big,-0.309829366707215
bigger,-0.25198930598494196
biggest,-0.5683685790450175
bike,0.10130111471960909
bilateral,-0.43947648351686486
bild,0.9492859989711093
bill,-1.3024864038477983
billboards,0.9492859989711093
billed,0.2553167879497494
billion,-0.4910465256047636
biloba,0.2553167879497494
bind,-1.3607218085157031
binding,2.0521536132093576
binds,-1.2545338207378445
bio,1.648000947168411
bioactive,1.3581844021879974
biochemical,-0.15097102690987857
biochemist,-0.15097102690987857
biochemistry,0.10130111471960909
biofeedback,-0.15097102690987857
biogen,-0.6634440975064683
bioidentical,1.644558578843368
biological,-0.15634607039069398
biologist,-0.6634440975064683
biology,-0.39729624035436845
biomarker,-0.3776504199252875
biomarkers,0.507883626653335
biomechanics,1.644558578843368
biomedical,0.8204226622734603
bionic,2.341970158189771
biopharmaceutical,0.9492859989711093
biopharmaceuticals,0.2553167879497494
biopsies,0.09317863760382492
biopsy,0.23108640482814635
biosynthetic,0.2553167879497494
biotech,-0.8117666863612948
biotechnology,-0.597643183524662
bipolar,-0.15201620729862575
bird,-0.15097102690987857
birds,-0.15097102690987857
birmingham,-1.5447003665172874
birth,-0.38403165081426666
birthday,-0.1513178167429542
births,-0.25785419427745526
bisphosphonate,-1.1359239971054669
bisphosphonates,-0.761587565844998
bissau,-0.23288844633453776
bit,-1.1625220979344288
bite,0.256277217623035
